scientific name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Delphinium delavayi var. pogonanthum,Ğë»¨´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium dolichocentroides,Äâ³¤¾à´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium dolichocentroides var. leiogynum,»ù°ú´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium eriostylum,Ã«¹£´äÈ¸»¨,3,6,NA,NA,NA,Ranunculaceae,CB
Delphinium erlangshanicum,¶şÀÉÉ½´äÈ¸»¨,9,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium forrestii,¶Ì¾à´äÈ¸»¨,8,10,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium giraldii,ÇØÁë´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium glabricaule,¹â¾¥´äÈ¸»¨,7,7,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium gonggaense,¹±¸Â´äÈ¸»¨,7,7,NA,NA,NA,Ranunculaceae,CB
Delphinium grandiflorum,´äÈ¸,5,10,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium grandiflorum var. mosoynense,ÁÑ°ê´äÈ¸,7,11,NA,NA,NA,Ranunculaceae,CB
Delphinium henryi,´¨ÉÂ´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium hirticaule,Ã«¾¥´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium hirtifolium,Ã«Ò¶´äÈ¸»¨,6,7,NA,NA,NA,Ranunculaceae,CB
Delphinium hui,µ¾³Ç´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium humilius,Ïç³Ç´äÈ¸»¨,7,8,NA,NA,NA,Ranunculaceae,CB
Delphinium kamaonense,¹âĞò´äÈ¸»¨,6,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium kamaonense var. glabrescens,Õ¹Ã«´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium lasiantherum,Ã«Ò©´äÈ¸»¨,2,2,NA,NA,NA,Ranunculaceae,CB
Delphinium laxicymosum,¾ÛÉ¡´äÈ¸»¨,7,7,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium laxicymosum var. pilostachyum,Ã«Ğò¾ÛÉ¡´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium leiostachyum,¹âÖá´äÓş»¨,8,8,NA,NA,NA,Ranunculaceae,CB
Delphinium liangshanense,Á¹É½´äÈ¸»¨,7,10,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium majus,½ğÉ³´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium malacophyllum,ÈíÒ¶´äÈ¸»¨,8,8,NA,NA,NA,Ranunculaceae,CB
Delphinium maoxianense,Ã¯ÏØ´äÈ¸»¨,9,9,NA,NA,NA,Ranunculaceae,CB
Delphinium maximowiczii,¶àÖ¦´äÈ¸»¨,7,8,NA,NA,NA,Ranunculaceae,CB
Delphinium muliense,Ä¾Àï´äÈ¸»¨,7,7,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium muliense var. minutibracteolatum,Ğ¡°úÄ¾Àï´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium nangchienense,ÄÒÇ«´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium ninglangshanicum,ÄşÀÉÉ½´äÈ¸»¨,9,9,NA,NA,NA,Ranunculaceae,CB
Delphinium omeiense,¶ëÃ¼´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium omeiense var. pubescens,Ã«¶ëÃ¼´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium orthocentroides,ÄâÖ±¾à´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium orthocentrum,Ö±¾à´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium oxycentrum,¼â¾à´äÈ¸»¨,8,9,NA,NA,NA,Ranunculaceae,CB
Delphinium pachycentrum,´Ö¾à´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pachycentrum var. lancisepalum,ÏÁİà´Ö¾à´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium platyonychinum,¿í×¦´äÈ¸,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium potaninii,ºÚË®´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium potaninii var. bonvalotii,Âİ¾àºÚË®´äÈ¸,6,8,NA,NA,NA,Ranunculaceae,CB
Delphinium potaninii var. latibracteolatum,¿í°úºÚË®´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium pseudocaeruleum,ÄâÀ¶´äÈ¸»¨,7,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pseudocampylocentrum,ÄâÍä¾à´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pseudocampylocentrum var. glabripes,¹âĞòÄâÍä¾à´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium pseudohamatum,Äâ¹³¾à´äÈ¸»¨,9,9,NA,NA,NA,Ranunculaceae,CB
Delphinium pseudotongolense,Äâ´¨Î÷´äÈ¸»¨,7,7,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pumilum,°«´äÈ¸»¨,9,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pylzowii,´óÍ¨´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium pylzowii var. trigynum,Èı¹û´óÍ¨´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium rangtangense,ÈÀÌÁ´äÈ¸»¨,7,7,NA,NA,NA,Ranunculaceae,CB
Delphinium saxatile,ÑÒÉú´äÈ¸»¨,7,7,NA,NA,NA,Ranunculaceae,CB
Delphinium sinopentagynum,Îå¹û´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium sinoscaposum,»¨Í¤´äÈ¸»¨,8,8,NA,NA,NA,Ranunculaceae,CB
Delphinium sinovitifolium,ÆÏÌÑÒ¶´äÈ¸»¨,9,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium siwanense,Ï¸Ğë´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium smithianum,±¦ĞË´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium souliei,´¨¸Ê´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium sparsiflorum,Êè»¨´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium spirocentrum,Âİ¾à´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium sutchuenense,ËÉÅË´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium taliense,´óÀí´äÈ¸»¨,8,11,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium taliense var. dolichocentrum,³¤¾à´óÀí´äÈ¸»¨,9,9,NA,NA,NA,Ranunculaceae,CB
Delphinium taliense var. hirsutum,Ó²Ã«´óÀí´äÈ¸»¨,9,9,NA,NA,NA,Ranunculaceae,CB
Delphinium taliense var. platycentrum,´Ö¾à´óÀí´äÈ¸»¨,8,8,NA,NA,NA,Ranunculaceae,CB
Delphinium tatsienense,¿µ¶¨´äÈ¸»¨,6,9,NA,NA,NA,Ranunculaceae,CB
Delphinium tenii,³¤¾à´äÈ¸»¨,7,10,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium thibeticum,À½²×´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium thibeticum var. laceratilobum,ÈñÁÑ´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium tongolense,´¨Î÷´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium trichophorum,Ã«´äÈ¸»¨,8,10,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium trichophorum var. platycentrum,´Ö¾àÃ«´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium trichophorum var. subglaberrimum,¹â¹ûÃ«´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium trifoliolatum,ÈıĞ¡Ò¶´äÈ¸»¨,7,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium umbrosum,ÒõµØ´äÈ¸»¨,8,8,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium umbrosum var. hispidum,Õ¹Ã«ÒõµØ´äÈ¸»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Delphinium wenchuanense,ãë´¨´äÈ¸»¨,7,7,NA,NA,NA,Ranunculaceae,CB
Delphinium wrightii,ÏÁĞò´äÈ¸»¨,8,9,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium xichangense,Î÷²ı´äÈ¸»¨,10,10,NA,NA,NA,Ranunculaceae,CB
Delphinium yajiangense,ÑÅ½­´äÈ¸»¨,8,8,NA,NA,NA,Ranunculaceae,CB
Delphinium yuanum,ÖĞµé´äÈ¸»¨,7,7,NA,NA,Delphinium,Ranunculaceae,CB
Delphinium yunnanense,ÔÆÄÏ´äÈ¸»¨,8,10,NA,NA,Delphinium,Ranunculaceae,CB
Dendrobium aphyllum,¶µ´½Ê¯õú,3,4,6,7,Dendrobium,Orchidaceae,CB
Dendrobium aurantiacum,ÏßÒ¶Ê¯õú,5,6,NA,NA,NA,Orchidaceae,CB
Dendrobium aurantiacum var. denneanum,µşÇÊÊ¯õú,NA,NA,NA,NA,NA,Orchidaceae,CB
Dendrobium aurantiacum var. zhaojuense,Ë«°ßµşÇÊÊ¯õú,NA,NA,NA,NA,NA,Orchidaceae,CB
Dendrobium flexicaule,Çú¾¥Ê¯õú,5,5,NA,NA,NA,Orchidaceae,CB
Dendrobium hancockii,Ï¸Ò¶Ê¯õú,5,6,NA,NA,Dendrobium,Orchidaceae,CB
Dendrobium nobile,Ê¯õú,4,5,NA,NA,NA,Orchidaceae,CB
Dendrobium wilsonii,¹ã¶«Ê¯õú,5,5,NA,NA,NA,Orchidaceae,CB
Dendrocalamus farinosus,´óÒ¶´È,7,7,NA,NA,NA,Poaceae,WD
Dendrocalamus ovatus,´¬Öñ,7,7,NA,NA,NA,Poaceae,WD
Dendrocalamus tsiangii,Ç­Öñ,NA,NA,NA,NA,NA,Poaceae,WD
Dendrolobium triangulare,¼ÙÄ¾¶¹,8,10,10,12,Dendrolobium,Fabaceae,WD
Dendropanax dentigerus,Ê÷²Î,NA,NA,NA,NA,NA,Araliaceae,WD
Dendropanax hainanensis,º£ÄÏÊ÷²Î,6,7,10,10,Dendropanax,Araliaceae,WD
Dendropanax proteus,±äÒ¶Ê÷²Î,8,9,9,10,Dendropanax,Araliaceae,WD
Dentella repens,Ğ¡ÑÀ²İ,12,2,6,8,NA,Rubiaceae,CB
Deschampsia cespitosa,·¢²İ,7,9,7,9,Deschampsia,Poaceae,CB
Deschampsia cespitosa subsp. ivanovae,¶ÌÖ¦·¢²İ,7,9,7,9,NA,Poaceae,CB
Deschampsia cespitosa subsp. orientalis,Ğ¡Ëë·¢²İ,NA,NA,NA,NA,NA,Poaceae,CB
Deschampsia koelerioides,Ëë·¢²İ,7,8,NA,NA,NA,Poaceae,CB
Desideria flabellata,³¤Ã«ÉÈÒ¶½æ,7,8,7,9,Desideria,Brassicaceae,CB
Desmodium diffusum,µ¥ĞòÄÃÉí²İ,8,11,8,11,NA,Fabaceae,WD
Desmodium elegans subsp. callianthum,ÃÀ»¨É½Âì»È,6,8,8,10,NA,Fabaceae,WD
Desmodium elegans subsp. wolohoense,´¨ÄÏÉ½Âì»È,NA,NA,NA,NA,NA,Fabaceae,WD
Desmodium elegans var. handelii,ÑÎÔ´É½Âì»È,NA,NA,NA,NA,NA,Fabaceae,WD
Desmodium gangeticum,´óÒ¶É½Âì»È,4,8,8,9,Desmodium,Fabaceae,WD
Desmodium heterocarpon,¼ÙµØ¶¹,7,10,10,11,Desmodium,Fabaceae,WD
Desmodium hispidum,Ã«Ö¦É½Âì»È,9,12,9,12,NA,Fabaceae,WD
Desmodium laxiflorum,´óÒ¶ÄÃÉí²İ,8,10,10,11,NA,Fabaceae,WD
Desmodium megaphyllum,µáÄÏÉ½Âì»È,6,11,6,11,Desmodium,Fabaceae,WD
Desmodium multiflorum,¶öÂì»È,7,9,8,10,Desmodium,Fabaceae,WD
Desmodium sequax,³¤²¨Ò¶É½Âì»È,7,9,9,11,Desmodium,Fabaceae,WD
Desmodium stenophyllum,ÏÁÒ¶É½Âì»È,8,9,8,9,Desmodium,Fabaceae,WD
Desmodium styracifolium,¹ã¶«½ğÇ®²İ,6,9,6,9,Desmodium,Fabaceae,CB
Desmodium triflorum,Èıµã½ğ,6,10,6,10,Desmodium,Fabaceae,CB
Desmodium velutinum,ÈŞÃ«É½Âì»È,9,11,9,11,Desmodium,Fabaceae,WD
Desmodium yunnanense,ÔÆÄÏÉ½Âì»È,8,9,9,10,Desmodium,Fabaceae,WD
Desmodium zonatum,µ¥Ò¶ÄÃÉí²İ,7,8,8,9,Desmodium,Fabaceae,WD
Deutzia albida,°×äÑÊè,6,6,9,9,Deutzia,Saxifragaceae,WD
Deutzia breviloba,¶ÌÁÑäÑÊè,3,3,6,6,NA,Saxifragaceae,WD
Deutzia calycosa,´óİàäÑÊè,3,4,7,8,Deutzia,Saxifragaceae,WD
Deutzia calycosa var. macropetala,´ó°êäÑÊè,NA,NA,NA,NA,NA,Saxifragaceae,WD
Deutzia calycosa var. xerophyta,ºµÉúäÑÊè,4,4,NA,NA,NA,Saxifragaceae,WD
Deutzia crassidentata,´Ö³İäÑÊè,7,7,9,9,NA,Saxifragaceae,WD
Deutzia crassifolia,ºñÒ¶äÑÊè,3,4,5,6,Deutzia,Saxifragaceae,WD
Deutzia discolor,ÒìÉ«äÑÊè,6,7,8,10,NA,Saxifragaceae,WD
Deutzia esquirolii,ÏÁÒ¶äÑÊè,4,5,9,10,Deutzia,Saxifragaceae,WD
Deutzia glaucophylla,»ÒÂÌäÑÊè,6,7,8,9,Deutzia,Saxifragaceae,WD
Deutzia glomeruliflora,Çò»¨äÑÊè,4,6,8,10,Deutzia,Saxifragaceae,WD
Deutzia heterophylla,ÒìÒ¶äÑÊè,8,8,NA,NA,NA,Saxifragaceae,WD
Deutzia hookeriana,Î÷²ØäÑÊè,5,8,7,9,Deutzia,Saxifragaceae,WD
Deutzia hypoglauca,·Û±»äÑÊè,5,7,8,10,Deutzia,Saxifragaceae,WD
Deutzia hypoglauca var. shawiana,Çà³ÇäÑÊè,3,5,NA,NA,NA,Saxifragaceae,WD
Deutzia longifolia,³¤Ò¶äÑÊè,6,8,9,11,Deutzia,Saxifragaceae,WD
Deutzia longifolia var. pingwuensis,Æ½ÎääÑÊè,NA,NA,NA,NA,NA,Saxifragaceae,WD
Deutzia monbeigii,Î¬Î÷äÑÊè,5,5,9,9,Deutzia,Saxifragaceae,WD
Deutzia muliensis,Ä¾ÀïäÑÊè,6,6,NA,NA,Deutzia,Saxifragaceae,WD
Deutzia multiradiata,¶à·øÏßäÑÊè,4,6,NA,NA,Deutzia,Saxifragaceae,WD
Deutzia nanchuanensis,ÄÏ´¨äÑÊè,5,6,9,10,Deutzia,Saxifragaceae,WD
Deutzia obtusilobata,¶ÛÁÑäÑÊè,3,3,NA,NA,NA,Saxifragaceae,WD
Deutzia pilosa,ºÖÃ«äÑÊè,4,5,6,8,Deutzia,Saxifragaceae,WD
Deutzia purpurascens,×Ï»¨äÑÊè,4,6,6,10,Deutzia,Saxifragaceae,WD
Deutzia rehderiana,¹à´ÔäÑÊè,5,5,7,8,Deutzia,Saxifragaceae,WD
Deutzia rubens,·ÛºìäÑÊè,5,6,8,10,Deutzia,Saxifragaceae,WD
Deutzia schneideriana,³¤½­äÑÊè,5,6,8,10,Deutzia,Saxifragaceae,WD
Deutzia setchuenensis,ËÄ´¨äÑÊè,4,7,6,9,Deutzia,Saxifragaceae,WD
Deutzia setchuenensis var. corymbiflora,¶à»¨äÑÊè,5,5,7,8,NA,Saxifragaceae,WD
Deutzia setchuenensis var. longidentata,³¤³İäÑÊè,4,7,NA,NA,NA,Saxifragaceae,WD
Deutzia squamosa,ÁÛÃ«äÑÊè,6,6,NA,NA,NA,Saxifragaceae,WD
Deutzia staminea,³¤ÖùäÑÊè,6,6,8,8,Deutzia,Saxifragaceae,WD
Deutzia subulata,×ê³İäÑÊè,6,7,8,10,Deutzia,Saxifragaceae,WD
Deyeuxia abnormis,²»ÓıÒ°ÇàÃ©,11,11,11,11,NA,Poaceae,CB
Deyeuxia conferta,ÃÜËëÒ°ÇàÃ©,7,9,7,9,NA,Poaceae,CB
Deyeuxia diffusa,É¢ËëÒ°ÇàÃ©,6,11,6,11,NA,Poaceae,CB
Deyeuxia effusiflora,ÊèËëÒ°ÇàÃ©,7,10,7,10,NA,Poaceae,CB
Deyeuxia flaccida,ÈáÈõÒ°ÇàÃ©,7,8,7,8,NA,Poaceae,CB
Deyeuxia flavens,»Æ»¨Ò°ÇàÃ©,8,9,8,9,Deyeuxia,Poaceae,CB
Deyeuxia hakonensis,Ïä¸ùÒ°ÇàÃ©,7,8,NA,NA,NA,Poaceae,CB
Deyeuxia kokonorica,Çàº£Ò°ÇàÃ©,8,9,NA,NA,NA,Poaceae,CB
Deyeuxia lapponica,Å·Ò°ÇàÃ©,7,8,NA,NA,NA,Poaceae,CB
Deyeuxia macilenta,ÊİÒ°ÇàÃ©,6,8,NA,NA,NA,Poaceae,CB
Deyeuxia mazzettii,»áÀíÒ°ÇàÃ©,7,8,NA,NA,NA,Poaceae,CB
Deyeuxia moupinensis,ÒËĞËÒ°ÇàÃ©,8,9,NA,NA,NA,Poaceae,CB
Deyeuxia neglecta,Ğ¡»¨Ò°ÇàÃ©,8,9,8,9,NA,Poaceae,CB
Deyeuxia nepalensis,¶¥Ã¢Ò°ÇàÃ©,7,8,NA,NA,NA,Poaceae,CB
Deyeuxia nivicola,Î¢Ò©Ò°ÇàÃ©,8,9,8,9,NA,Poaceae,CB
Deyeuxia nyingchiensis,ÁÖÖ¥Ò°ÇàÃ©,8,8,NA,NA,Deyeuxia,Poaceae,CB
Deyeuxia petelotii,ÒìÓ±²İ,7,7,NA,NA,NA,Poaceae,CB
Deyeuxia pulchella,Ğ¡ÀöÃ©,7,8,7,8,NA,Poaceae,CB
Deyeuxia purpurea,´óÒ¶ÕÂ,7,9,7,9,NA,Poaceae,CB
Deyeuxia pyramidalis,Ò°ÇàÃ©,6,10,6,10,NA,Poaceae,CB
Deyeuxia rosea,ÃµºìÒ°ÇàÃ©,7,9,7,9,NA,Poaceae,CB
Deyeuxia scabrescens,²ÚÒ°ÇàÃ©,7,10,7,10,Deyeuxia,Poaceae,CB
Deyeuxia sichuanensis,ËÄ´¨Ò°ÇàÃ©,NA,NA,NA,NA,NA,Poaceae,CB
Deyeuxia sinelatior,»ª¸ßÒ°ÇàÃ©,8,9,NA,NA,NA,Poaceae,CB
Deyeuxia tibetica,²ØÒ°ÇàÃ©,7,8,NA,NA,Deyeuxia,Poaceae,CB
Deyeuxia yanyuanensis,ÑÎÔ´Ò°ÇàÃ©,NA,NA,NA,NA,NA,Poaceae,CB
Dianthus barbatus,Ğë°úÊ¯Öñ,5,10,5,10,NA,Caryophyllaceae,CB
Dianthus barbatus var. asiaticus,Í·Ê¯Öñ,5,10,5,10,NA,Caryophyllaceae,CB
Dianthus chinensis,Ê¯Öñ,5,6,7,9,NA,Caryophyllaceae,CB
Dianthus longicalyx,³¤İàöÄÂó,6,8,8,9,Dianthus,Caryophyllaceae,CB
Dianthus superbus,öÄÂó,6,9,8,10,NA,Caryophyllaceae,CB
Dianthus superbus subsp. alpestris,¸ßÉ½öÄÂó,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Diapensia himalaica,Ï²ÂíÀ­ÑÅÑÒÃ·,5,6,8,8,Diapensia,Diapensiaceae,WD
Diapensia purpurea,ºì»¨ÑÒÃ·,5,6,7,9,Diapensia,Diapensiaceae,WD
Dicentra macrantha,´ó»¨ºÉ°üÄµµ¤,4,7,4,7,NA,Papaveraceae,CB
Dicentra spectabilis,ºÉ°üÄµµ¤,4,6,NA,NA,NA,Papaveraceae,CB
Dichanthium annulatum,Ë«»¨²İ,6,11,6,11,Dichanthium,Poaceae,CB
Dichocarpum auriculatum,¶ú×´ÈË×Ö¹û,4,5,4,6,Dichocarpum,Ranunculaceae,CB
Dichocarpum auriculatum var. puberulum,Ã«Ò¶ÈË×Ö¹û,NA,NA,NA,NA,NA,Ranunculaceae,CB
Dichocarpum basilare,»ùÒ¶ÈË×Ö¹û,NA,NA,6,6,NA,Ranunculaceae,CB
Dichocarpum carinatum,ÖÖÆêÈË×Ö¹û,NA,NA,NA,NA,NA,Ranunculaceae,CB
Dichocarpum dalzielii,Ş§Ò¶ÈË×Ö¹û,4,5,5,6,Dichocarpum,Ranunculaceae,CB
Dichocarpum fargesii,×İÀßÈË×Ö¹û,5,6,7,7,Dichocarpum,Ranunculaceae,CB
Dichocarpum franchetii,Ğ¡»¨ÈË×Ö¹û,4,5,5,6,Dichocarpum,Ranunculaceae,CB
Dichocarpum sutchuenense,ÈË×Ö¹û,4,5,5,6,Dichocarpum,Ranunculaceae,CB
Dichocarpum trifoliolatum,ÈıĞ¡Ò¶ÈË×Ö¹û,4,4,4,4,NA,Ranunculaceae,CB
Dichondra micrantha,ÂíÌã½ğ,NA,NA,NA,NA,NA,Convolvulaceae,CB
Dichotomanthes tristaniicarpa,Å£½îÌõ,4,5,8,11,NA,Rosaceae,WD
Dichroa febrifuga,³£É½,2,4,5,8,Dichroa,Saxifragaceae,WD
Dichrocephala auriculata,ÓãÑÛ²İ,1,12,1,12,Dichrocephala,Asteraceae,CB
Dichrocephala benthamii,Ğ¡ÓãÑÛ²İ,1,12,1,12,Dichrocephala,Asteraceae,CB
Dichrocephala chrysanthemifolia,¾ÕÒ¶ÓãÑÛ²İ,NA,NA,NA,NA,NA,Asteraceae,CB
Dickinsia hydrocotyloides,ÂíÌãÇÛ,4,10,4,10,Dickinsia,Apiaceae,CB
Dicliptera chinensis,¹·¸Î²Ë,9,1,11,2,NA,Acanthaceae,CB
Dicliptera elegans,ÓÅÑÅ¹·¸Î²Ë,8,10,10,12,NA,Acanthaceae,WD
Dicranostigma lactucoides,ÜÄÒ¶Íº´¯»¨,6,8,6,8,Dicranostigma,Papaveraceae,CB
Dicranostigma leptopodum,Íº´¯»¨,3,5,6,7,Dicranostigma,Papaveraceae,CB
Dicranostigma platycarpum,¿í¹ûÍº´¯»¨,8,9,8,9,Dicranostigma,Papaveraceae,CB
Dictamnus dasycarpus,°×ÏÊ,5,5,8,9,NA,Rutaceae,CB
Didiciea cunninghamii,Ï¸»¨ÈíÒ¶À¼,5,7,NA,NA,NA,Orchidaceae,CB
Didymocarpus glandulosus,ÏÙÃ«³¤İôÜÄÌ¦,8,8,NA,NA,Didymocarpus,Gesneriaceae,CB
Didymocarpus glandulosus var. lasiantherus,Ã«Ò©³¤İôÜÄÌ¦,6,10,NA,NA,NA,Gesneriaceae,CB
Didymocarpus leiboensis,À×²¨³¤İôÜÄÌ¦,6,6,NA,NA,Didymocarpus,Gesneriaceae,CB
Didymocarpus stenanthos,ÏÁ¹Ú³¤İôÜÄÌ¦,6,9,NA,NA,Didymocarpus,Gesneriaceae,CB
Didymocarpus yunnanensis,ÔÆÄÏ³¤İôÜÄÌ¦,8,10,NA,NA,Didymocarpus,Gesneriaceae,CB
Digitaria abludens,Á£×´ÂíÌÆ,6,10,6,10,Digitaria,Poaceae,CB
Digitaria ciliaris,ÏËÃ«ÂíÌÆ,5,10,5,10,Digitaria,Poaceae,CB
Digitaria cruciata,Ê®×ÖÂíÌÆ,6,10,6,10,Digitaria,Poaceae,CB
Digitaria fibrosa,ÏËÎ¬ÂíÌÆ,5,8,5,8,Digitaria,Poaceae,CB
Digitaria hengduanensis,ºá¶ÏÉ½ÂíÌÆ,8,10,8,10,Digitaria,Poaceae,CB
Digitaria ischaemum,Ö¹ÑªÂíÌÆ,6,11,6,11,Digitaria,Poaceae,CB
Digitaria stricta,ÊúÃ«ÂíÌÆ,9,2,9,2,Digitaria,Poaceae,CB
Digitaria stricta var. denudata,Â¶×ÑÂíÌÆ,10,10,10,10,NA,Poaceae,CB
Digitaria ternata,ÈıÊıÂíÌÆ,6,9,6,9,Digitaria,Poaceae,CB
Digitaria violascens,×ÏÂíÌÆ,7,11,7,11,Digitaria,Poaceae,CB
Dimeria ornithopoda,Ó„Ã©,10,11,9,11,Dimeria,Poaceae,CB
Dinetus decorus,°×ÌÙ,6,9,10,12,NA,Convolvulaceae,WD
Dinetus dinetoides,ÃÉ×Ô·É¶êÌÙ,6,10,11,11,NA,Convolvulaceae,WD
Dinetus duclouxii,ÈıÁĞ·É¶êÌÙ,5,12,9,12,NA,Convolvulaceae,WD
Dinetus racemosus,·É¶êÌÙ,6,11,9,2,NA,Convolvulaceae,WD
Dioscorea althaeoides,Êñ¿ûÒ¶Êíİ÷,6,8,7,9,NA,Dioscoreaceae,CB
Dioscorea bulbifera,»Æ¶À,7,10,8,11,Dioscorea,Dioscoreaceae,CB
Dioscorea cirrhosa,Êíİ¹,4,6,7,1,Dioscorea,Dioscoreaceae,CB
Dioscorea collettii,²æÈïÊíİ÷,5,8,6,10,Dioscorea,Dioscoreaceae,CB
Dioscorea collettii var. hypoglauca,·Û±±Êíİ÷,5,8,6,10,NA,Dioscoreaceae,CB
Dioscorea delavayi,¸ßÉ½Êíİ÷,6,9,8,11,NA,Dioscoreaceae,CB
Dioscorea deltoidea,Èı½ÇÒ¶Êíİ÷,5,6,6,9,Dioscorea,Dioscoreaceae,CB
Dioscorea exalata,ÎŞ³á²ÎÊí,11,12,11,1,Dioscorea,Dioscoreaceae,CB
Dioscorea hemsleyi,Õ³É½Ò©,7,8,9,10,Dioscorea,Dioscoreaceae,CB
Dioscorea japonica,ÈÕ±¾Êíİ÷,5,10,7,11,Dioscorea,Dioscoreaceae,CB
Dioscorea kamoonensis,Ã«ÓóÍ·Êíİ÷,7,9,9,11,Dioscorea,Dioscoreaceae,CB
Dioscorea martini,ÈáÃ«Êíİ÷,7,8,9,10,Dioscorea,Dioscoreaceae,CB
Dioscorea melanophyma,ºÚÖéÑ¿Êíİ÷,8,10,10,12,Dioscorea,Dioscoreaceae,CB
Dioscorea nipponica,´©ÁúÊíİ÷,6,8,8,10,Dioscorea,Dioscoreaceae,CB
Dioscorea nipponica subsp. rosthornii,×Ï»Æ½ª,6,8,8,10,NA,Dioscoreaceae,CB
Dioscorea panthaica,»ÆÉ½Ò©,5,7,7,9,Dioscorea,Dioscoreaceae,CB
Dioscorea pentaphylla,ÎåÒ¶Êíİ÷,8,10,11,2,NA,Dioscoreaceae,CB
Dioscorea persimilis,ºÖ°úÊíİ÷,7,1,9,1,NA,Dioscoreaceae,CB
Dioscorea polystachya,Êíİ÷,6,9,7,11,NA,Dioscoreaceae,CB
Dioscorea sinoparviflora,Ğ¡»¨¶ÜÒ¶Êíİ÷,3,8,8,12,NA,Dioscoreaceae,CB
Dioscorea subcalva,Ã«½ºÊíİ÷,7,8,9,10,Dioscorea,Dioscoreaceae,CB
